movieId,vote_average,vote_count
2082,2.727,22
2083,3.643,14
2084,2.938,8
2085,3.378,41
2086,5.0,1
2087,3.632,38
2088,2.54,25
2089,3.542,12
2090,3.679,14
2091,4.0,3
2092,2.692,13
2093,3.556,9
2094,3.266,32
2095,2.25,4
2096,3.7,35
2097,3.75,6
2098,2.0,2
2099,3.7,10
2100,3.163,52
2101,2.5,2
2102,4.286,7
2103,3.0,1
2104,3.667,3
2105,3.479,47
2106,3.65,10
2107,3.2,10
2108,3.692,39
2109,3.696,51
2110,3.367,15
2111,3.308,13
2112,3.294,17
2113,3.0,4
2114,3.652,23
2115,3.765,98
2116,3.421,19
2117,3.923,13
2118,3.7,20
2119,3.0,6
2120,3.167,9
2121,2.778,9
2122,2.318,11
2123,3.15,10
2124,3.286,35
2125,3.75,28
2126,2.804,23
2128,3.0,2
2130,4.125,12
2131,4.5,5
2132,4.196,23
2133,3.114,22
2134,3.139,36
2135,3.0,12
2136,2.694,18
2137,3.8,25
2138,4.0,14
2139,3.222,27
2140,3.679,28
2141,3.365,26
2142,3.25,12
2143,3.367,15
2144,3.826,46
2145,3.381,42
2146,3.167,18
2147,1.8,5
2148,3.667,6
2149,2.0,2
2150,3.514,36
2151,3.7,5
2152,2.25,2
2153,2.154,13
2154,2.667,6
2155,3.3,10
2159,3.125,8
2160,3.736,36
2161,3.303,38
2162,2.667,9
2163,3.167,9
2164,1.0,2
2165,3.929,7
2166,3.688,8
2167,3.31,58
2168,3.375,4
2169,2.75,6
2170,3.0,4
2171,3.875,4
2173,3.5,3
2174,3.438,104
2176,3.833,12
2177,4.25,2
2178,3.556,9
2180,3.5,2
2181,3.6,5
2182,4.0,2
2183,3.722,9
2184,3.688,8
2186,4.261,23
2187,4.0,2
2188,2.633,15
2189,4.0,1
2190,2.0,1
2191,0.5,1
2193,3.202,42
2194,3.91,78
2195,2.786,7
2197,3.0,1
2200,4.0,1
2201,4.5,2
2202,4.364,11
2203,4.4,10
2204,4.167,3
2205,3.5,2
2206,3.7,5
2207,4.0,1
2208,4.071,14
2210,4.0,1
2212,4.0,1
2214,3.5,1
2215,4.0,1
2219,4.0,1
2221,4.0,1
2227,4.0,1
2231,3.847,36
2232,4.119,21
2236,2.562,8
2237,2.0,2
2238,3.333,3
2239,3.0,3
2240,3.154,13
2241,2.833,6
2243,3.944,36
2244,3.0,1
2245,3.56,25
2246,2.0,1
2247,3.406,16
2248,3.936,47
2249,3.462,13
2250,3.2,5
2252,3.538,13
2253,2.75,20
2254,3.0,1
2255,2.4,5
2256,4.0,1
2257,3.5,2
2259,2.5,11
2260,2.0,2
2261,3.75,4
2262,2.706,17
2263,3.375,8
2264,3.0,4
2265,2.0,3
2266,2.667,6
2267,4.5,4
2268,3.862,76
2269,2.7,15
2271,3.625,4
2272,3.7,5
2273,3.558,43
2275,3.167,3
2276,3.0,2
2278,3.562,40
2279,3.409,11
2280,3.5,5
2282,3.286,14
2283,4.0,3
2284,5.0,1
2285,3.333,3
2286,1.667,3
2287,3.5,6
2288,3.924,33
2289,4.205,44
2290,3.25,8
2291,3.848,89
2292,4.0,1
2294,3.274,53
2295,4.0,2
2296,2.562,8
2297,3.038,13
2300,4.212,33
2301,3.667,18
2302,3.553,76
2303,4.024,21
2304,4.25,4
2305,4.5,1
2306,2.8,5
2307,4.0,1
2310,4.0,5
2311,3.333,15
2312,3.733,15
2313,3.857,28
2314,3.5,2
2315,3.0,6
2316,2.786,14
2318,4.326,23
2320,2.75,4
2321,3.625,64
2322,3.0,7
2323,2.0,1
2324,4.025,99
2325,3.625,4
2327,3.9,5
2328,3.5,4
2329,4.023,107
2330,4.667,3
2331,3.778,9
2333,3.609,23
2334,3.344,16
2335,3.308,26
2336,3.729,48
2337,3.583,6
2338,2.5,13
2339,3.0,1
2340,2.935,23
2342,3.0,1
2344,4.333,6
2345,3.75,4
2346,3.071,14
2347,3.333,3
2348,3.455,11
2349,3.773,11
2350,3.0,1
2351,3.857,7
2352,3.778,36
2353,3.478,67
2354,2.5,2
2355,3.61,105
2356,3.15,10
2357,4.318,11
2359,4.133,30
2360,3.364,11
2361,3.812,8
2362,2.75,4
2363,3.864,11
2364,2.75,4
2365,2.8,5
2366,3.935,23
2367,2.727,11
2368,2.667,3
2369,2.971,35
2370,3.333,3
2371,3.375,28
2372,2.5,11
2373,2.583,6
2374,3.188,8
2375,2.705,22
2376,3.184,19
2377,2.5,2
2378,2.636,22
2379,2.421,19
2380,1.833,15
2381,1.964,14
2382,1.808,13
2383,1.708,12
2384,3.117,30
2385,2.25,8
2386,3.0,3
2387,3.038,13
2388,4.0,1
2389,2.692,13
2390,3.409,11
2391,3.758,31
2392,1.85,10
2393,3.471,17
2394,3.514,35
2395,3.963,68
2396,3.967,121
2397,3.5,2
2398,3.659,22
2399,2.25,2
2400,2.0,1
2401,3.643,7
2402,2.536,14
2403,3.472,18
2404,2.231,13
2405,3.323,31
2406,3.585,65
2407,3.209,43
2408,2.438,8
2409,3.471,17
2410,3.071,21
2411,2.833,21
2412,2.632,19
2413,3.132,19
2414,3.333,9
2415,4.0,2
2416,2.714,14
2417,3.0,5
2418,3.5,6
2419,3.0,3
2420,3.368,38
2421,2.574,27
2422,2.237,19
2423,3.74,25
2424,3.242,60
2425,3.6,5
2427,3.347,36
2428,2.591,22
2429,3.0,8
2430,3.8,5
2431,3.107,28
2432,3.9,5
2433,3.158,19
2434,3.75,4
2435,3.0,4
2436,3.5,8
2437,3.0,1
2438,4.0,1
2439,3.4,10
2440,4.0,4
2441,3.0,2
2442,4.0,7
2443,4.0,5
2445,2.625,4
2446,1.4,5
2447,2.923,13
2448,2.0,2
2449,2.0,2
2450,1.792,12
2451,3.833,3
2453,3.286,7
2454,3.679,14
2455,3.394,47
2456,2.214,7
2457,3.2,5
2458,3.0,5
2459,3.5,17
2460,3.4,5
2461,3.25,2
2462,2.125,4
2463,3.725,20
2464,2.5,2
2465,4.0,2
2467,4.239,23
2468,2.967,15
2469,3.318,22
2470,3.233,60
2471,2.614,22
2472,3.25,4
2473,2.056,9
2474,3.824,17
2475,3.5,4
2476,2.667,3
2478,3.258,31
2479,2.0,1
2481,3.75,2
2482,3.25,4
2483,2.75,2
2485,3.19,29
2486,3.0,1
2487,3.0,1
2488,3.8,5
2490,3.562,32
2491,3.1,5
2492,3.1,5
2493,3.5,1
2494,4.0,2
2495,3.875,4
2496,3.31,21
2497,1.8,10
2498,2.333,3
2499,3.5,2
2500,2.167,3
2501,4.1,35
2502,3.915,106
2504,3.5,7
2505,2.306,18
2506,2.75,4
2507,1.0,1
2511,4.0,3
2513,3.028,18
2514,2.125,4
2515,2.0,1
2516,0.75,2
2517,3.375,8
2518,3.333,9
2519,2.0,1
2520,3.367,15
2521,2.778,9
2522,2.409,11
2523,2.667,3
2524,3.4,10
2525,2.7,5
2526,3.0,1
2527,3.385,13
2528,3.304,28
2529,3.632,57
2530,2.875,8
2531,2.667,6
2532,3.143,7
2533,2.731,13
2534,3.0,1
2535,2.667,6
2536,3.167,3
2537,2.0,2
2539,3.245,51
2540,3.1,5
2541,3.127,51
2542,4.128,74
2545,4.25,4
2546,2.375,8
2548,1.125,4
2549,2.056,9
2550,4.167,3
2551,3.75,12
2552,2.5,2
2553,4.4,5
2554,3.333,3
2555,0.875,4
2557,3.167,3
2558,2.792,12
2559,2.5,2
2560,3.0,5
2561,3.625,8
2562,5.0,1
2563,4.667,3
2565,3.381,21
2566,3.0,1
2567,3.0,21
2568,1.583,6
2569,4.0,1
2570,3.5,5
2571,4.183,259
2572,3.474,57
2573,5.0,1
2574,2.318,11
2575,3.722,9
2577,3.0,3
2579,3.5,4
2580,3.87,50
2581,3.043,35
2582,3.125,4
2583,3.333,9
2585,3.5,4
2586,4.0,1
2587,2.6,5
2589,3.0,2
2590,3.5,4
2594,3.944,9
2596,3.8,10
2597,2.0,3
2598,2.875,20
2599,4.044,79
2600,3.125,24
2605,3.146,41
2606,2.929,7
2607,3.667,6
2609,3.5,2
2610,3.5,4
2611,3.75,4
2612,3.778,9
2613,3.6,5
2615,3.333,3
2616,2.63,27
2617,3.285,79
2618,3.5,3
2620,4.333,3
2621,3.375,4
2622,3.238,21
2624,3.667,3
2625,4.0,1
2626,4.5,4
2627,5.0,1
2628,3.199,138
2629,3.5,4
2630,3.5,2
2631,3.0,1
2633,3.667,3
2634,3.667,3
2635,4.0,2
2636,5.0,1
2637,4.0,1
2638,3.0,1
2639,3.4,10
2640,3.433,75
2641,3.197,38
2642,2.271,24
2643,2.208,12
2644,4.111,9
2647,5.0,1
2648,4.167,15
2649,5.0,1
2650,5.0,1
2651,4.5,2
2652,4.5,2
2653,2.0,1
2654,4.25,4
2655,3.0,1
2656,3.5,2
2657,3.175,63
2659,4.0,3
2660,4.5,2
2661,3.5,2
2662,3.361,18
2664,3.974,19
2668,3.0,10
2669,3.333,3
2670,4.333,6
2671,3.383,64
2672,3.083,18
2673,4.75,2
2674,3.0,1
2676,2.75,4
2677,3.846,13
2678,1.667,3
2681,3.0,1
2682,4.375,4
2683,3.272,112
2686,3.818,22
2687,3.625,28
2688,3.242,31
2689,2.833,3
2690,4.25,20
2691,2.75,2
2692,4.2,80
2693,3.85,10
2694,3.345,29
2696,3.6,5
2697,2.0,3
2699,2.911,62
2700,3.5,75
2701,2.032,47
2702,2.881,21
2704,3.667,3
2706,3.297,111
2707,3.514,36
2708,4.0,1
2709,2.643,7
2710,2.738,86
2712,3.627,63
2713,2.238,21
2714,2.333,3
2715,2.667,3
2716,3.762,147
2717,2.756,43
2718,3.462,13
2719,2.19,21
2720,2.1,20
2721,4.417,6
2722,2.574,34
2723,3.111,36
2724,2.811,45
2725,3.6,5
2726,4.091,11
2727,3.5,2
2728,3.921,19
2729,3.688,16
2730,3.333,12
2731,3.893,14
2732,3.85,10
2733,2.333,3
2734,3.333,18
2735,2.667,18
2736,3.75,14
2738,2.667,6
2739,3.935,31
2741,2.667,3
2745,3.9,10
2746,3.578,45
2747,3.036,14
2748,2.7,5
2749,4.0,5
2750,3.75,22
2751,3.5,2
2752,4.0,5
2753,2.667,3
2754,3.0,1
2755,3.5,2
2757,3.857,7
2758,4.0,1
2759,3.068,22
2761,3.774,42
2762,4.018,193
2763,3.397,39
2764,4.167,6
2766,4.0,1
2767,1.5,2
2769,2.333,6
2770,3.069,51
2771,2.0,4
2772,3.0,6
2774,4.333,3
2775,3.0,2
2776,3.0,1
2779,3.643,21
2780,4.167,3
2781,3.0,2
2782,3.833,3
2783,3.0,1
2784,4.0,3
2786,2.5,2
2787,3.25,8
2788,4.091,22
2789,2.4,5
2790,2.417,6
2791,3.821,106
2792,3.36,25
2793,2.556,9
2794,2.875,16
2795,3.683,30
2796,2.556,9
2797,3.832,107
2798,2.5,4
2799,1.75,2
2800,3.0,1
2801,3.8,5
2802,3.3,10
2803,3.3,25
2804,4.047,75
2805,3.109,23
2806,2.455,11
2807,2.5,2
2808,2.562,16
2809,1.5,2
2810,3.75,6
2812,3.0,1
2815,2.5,6
2816,1.75,4
2817,1.667,3
2819,3.8,15
2820,4.5,2
2822,2.9,10
2824,3.0,2
2826,2.9,25
2827,2.409,11
2828,2.5,2
2829,3.0,11
2832,3.0,1
2835,3.0,1
2836,3.167,3
2837,5.0,1
2839,4.0,1
2840,2.75,24
2841,3.795,22
2843,4.667,3
2844,3.333,3
2845,0.5,1
2846,3.944,9
2847,3.667,3
2848,4.0,1
2849,2.0,1
2850,2.0,1
2851,3.0,3
2852,3.667,6
2853,3.5,2
2855,4.0,1
2856,3.4,5
2857,3.786,21
2858,4.236,220
2859,4.0,5
2860,3.3,10
2861,3.067,15
2862,3.125,8
2863,3.883,30
2864,2.75,2
2866,3.75,10
2867,3.25,10
2868,3.0,2
2869,1.0,1
2870,3.438,8
2871,3.938,32
2872,3.812,16
2874,4.5,2
2875,3.444,18
2876,2.667,3
2877,3.111,9
2878,2.0,2
2879,3.7,5
2880,5.0,1
2881,3.093,43
2882,2.167,6
2883,3.625,8
2884,1.0,1
2885,3.5,2
2886,2.25,4
2887,2.5,2
2888,2.591,11
2889,3.714,7
2890,3.739,46
2891,2.75,6
2892,2.667,3
2893,4.0,1
2894,2.0,2
2897,5.0,1
2898,3.5,2
2899,3.667,3
2900,3.0,3
2901,3.833,9
2902,2.375,4
2903,1.833,3
2904,3.0,1
2905,3.643,7
2906,2.667,9
2907,3.0,6
2908,3.898,44
2912,3.765,17
2913,3.0,1
2915,3.345,42
2916,3.562,104
2917,4.25,22
2918,4.008,133
2919,3.794,17
2920,4.5,4
2921,3.5,9
2922,3.833,3
2923,4.0,1
2924,4.583,6
2925,4.214,7
2926,3.667,21
2927,4.5,2
2928,3.667,3
2929,3.893,14
2930,4.0,2
2932,4.0,6
2935,4.2,10
2936,4.25,6
2937,4.0,4
2938,4.667,3
2939,3.0,2
2940,3.688,8
2941,3.25,14
2942,3.217,30
2943,2.667,6
2944,3.671,35
2945,5.0,1
2946,3.545,11
2947,3.717,53
2948,3.641,32
2949,3.645,31
2950,2.526,19
2951,3.895,19
2952,3.5,11
2953,2.468,31
2956,3.5,6
2959,4.178,202
2961,3.455,11
2962,3.625,4
2964,3.125,4
2966,3.579,19
2967,3.4,5
2968,3.57,43
2969,3.667,3
2970,3.667,6
2971,4.1,20
2972,2.5,2
2973,4.179,28
2974,1.5,4
2975,4.0,2
2976,3.548,21
2977,3.0,2
2978,3.188,8
2979,2.0,2
2981,5.0,1
2982,5.0,1
2983,4.0,2
2984,5.0,1
2985,3.595,58
2986,2.763,19
2987,3.667,108
2988,4.0,8
2989,3.528,18
2990,3.294,17
2991,3.625,24
2992,4.0,1
2993,3.559,17
2995,1.969,16
2996,3.0,2
2997,3.956,126
2998,4.0,1
3000,4.132,38
3001,2.0,1
3002,3.75,2
3003,1.0,1
3004,2.615,13
3005,2.883,30
3006,3.867,45
3007,4.179,14
3008,3.5,3
3010,4.5,2
3011,3.7,10
3013,2.5,3
3015,3.333,6
3016,3.733,15
3017,3.1,5
3018,3.821,14
3019,3.833,27
3020,3.613,31
3021,5.0,1
3022,4.25,14
3024,3.667,3
3025,3.0,1
3028,2.75,4
3029,3.5,2
3030,4.167,9
3031,3.0,1
3032,3.571,7
3033,3.621,58
3034,3.759,29
3035,4.412,17
3036,4.0,4
3037,4.167,18
3038,5.0,4
3039,3.625,48
3040,3.417,6
3041,3.0,1
3042,2.333,3
3043,1.0,1
3044,3.875,24
3045,3.0,4
3046,2.667,3
3047,1.0,1
3048,3.5,2
3051,3.182,11
3052,3.323,79
3053,2.8,10
3054,2.571,7
3055,3.5,2
3057,3.5,2
3060,3.929,21
3061,3.591,11
3062,4.091,11
3063,3.429,7
3064,2.667,3
3066,3.35,10
3067,4.0,14
3068,4.029,17
3069,4.0,5
3070,3.909,11
3071,4.227,11
3072,3.662,37
3074,3.833,6
3075,3.5,5
3076,2.75,4
3077,4.056,9
3078,3.75,2
3079,3.929,7
3081,3.625,52
3082,3.139,36
3083,4.2,20
3086,4.0,5
3087,3.317,30
3088,4.263,19
3089,4.043,23
3090,3.167,6
3091,4.1,5
3093,3.071,7
3094,2.667,3
3095,4.065,31
3096,3.9,5
3097,3.708,12
3098,3.643,35
3099,2.611,9
3100,3.589,28
3101,3.673,49
3102,3.9,10
3103,3.0,3
3104,3.966,29
3105,3.842,19
3106,3.667,3
3107,3.359,32
3108,3.635,37
3109,4.0,1
3110,3.667,3
3111,4.222,9
3112,5.0,3
3113,2.026,19
3114,3.844,125
3115,3.667,3
3116,4.0,1
3117,3.5,4
3118,3.5,2
3120,3.0,3
3121,3.5,1
3122,3.0,1
3125,3.3,10
3127,2.833,6
3128,3.25,4
3129,4.0,12
3130,2.542,12
3133,4.0,2
3134,4.208,12
3135,3.944,9
3136,3.0,2
3138,3.0,4
3140,4.0,1
3141,3.625,4
3142,3.6,5
3143,4.0,1
3144,2.5,2
3145,3.167,6
3146,2.5,22
3147,3.922,103
3148,3.244,39
3150,4.0,3
3152,3.976,21
3153,4.143,7
3155,3.409,11
3156,2.972,18
3157,3.074,27
3158,3.5,2
3159,3.382,17
3160,3.693,57
3161,3.0,1
3163,3.714,7
3165,5.0,1
3166,4.0,1
3167,4.438,8
3168,3.72,25
3169,3.346,13
3171,4.25,2
3173,2.94,25
3174,3.3,35
3175,3.508,65
3176,3.5,66
3177,3.167,6
3178,3.636,22
3179,3.227,11
3180,2.0,1
3181,3.833,6
3182,3.312,8
3183,3.5,4
3185,3.192,13
3186,3.625,20
3188,3.5,4
3189,3.389,9
3190,1.0,1
3192,4.0,1
3194,3.682,11
3196,3.95,20
3197,3.25,4
3198,3.952,21
3199,3.667,3
3200,4.3,10
3201,4.075,20
3202,5.0,1
3203,3.833,15
3204,3.857,7
3205,3.0,1
3206,2.75,4
3207,3.0,1
3208,1.75,6
3210,3.615,52
3211,4.0,2
3213,3.85,10
3214,4.0,1
3216,5.0,1
3217,4.0,1
3218,3.6,5
3219,3.692,13
3221,4.0,2
3223,3.75,4
3224,3.75,4
3225,2.6,5
3232,4.0,1
3235,3.0,3
3238,2.0,6
3239,4.0,1
3240,2.5,2
3241,3.5,2
3243,2.375,8
3244,3.607,14
3245,4.5,1
3246,3.966,29
3247,3.054,37
3248,2.367,15
3249,3.412,17
3250,2.75,12
3251,3.85,10
3252,3.95,30
3253,3.392,74
3254,3.136,22
3255,3.447,57
3256,3.531,48
3257,2.724,29
3258,2.857,21
3259,3.133,15
3260,3.824,17
3261,3.667,12
3262,3.292,12
3263,3.379,29
3264,2.867,15
3265,4.1,10
3266,3.25,8
3267,3.571,14
3268,1.8,10
3269,2.625,20
3270,3.682,11
3271,3.367,15
3272,3.312,8
3273,2.815,27
3274,3.455,11
3275,3.523,22
3276,1.0,1
3281,5.0,1
3282,4.0,2
3284,3.5,4
3285,3.019,27
3286,2.167,6
3287,3.375,4
3289,4.0,2
3292,3.5,1
3294,2.5,1
3296,3.562,8
3298,3.379,29
3299,2.25,6
3300,3.269,26
3301,3.212,26
3302,4.0,1
3303,1.0,1
3304,3.333,3
3306,4.375,4
3307,4.0,23
3308,3.5,10
3309,4.25,2
3310,4.438,8
3313,3.5,2
3314,2.5,1
3316,2.227,11
3317,3.843,35
3318,3.0,1
3320,4.5,2
3324,2.071,7
3325,3.0,3
3326,2.333,3
3327,3.0,3
3328,3.725,20
3329,4.0,1
3330,3.929,7
3331,4.0,1
3334,3.781,16
3338,1.0,1
3339,3.0,1
3340,2.667,3
3341,3.75,12
3342,4.0,7
3343,2.5,2
3344,3.5,1
3347,4.083,6
3349,4.0,1
3350,3.75,10
3351,3.0,1
3354,2.267,30
3355,3.708,12
3357,4.75,4
3358,3.75,18
3359,4.132,19
3360,3.759,27
3361,3.807,44
3362,4.086,29
3363,4.066,38
3364,3.929,7
3365,3.786,14
3368,4.375,4
3370,4.0,1
3371,3.75,4
3377,3.5,1
3379,3.417,6
3380,2.5,1
3384,4.167,3
3385,2.667,3
3386,3.821,42
3387,3.4,5
3388,2.389,9
3390,1.5,2
3391,3.333,3
3392,2.4,5
3393,2.0,1
3394,3.0,4
3395,2.8,5
3396,3.9,35
3397,3.45,10
3398,3.5,11
3399,3.0,1
3400,2.0,2
3401,2.0,4
3402,4.0,1
3404,3.083,12
3405,3.562,8
3406,4.125,4
3408,3.553,85
3409,3.0,28
3412,3.688,8
3414,4.0,4
3415,3.25,2
3417,4.333,3
3418,3.533,45
3420,3.692,13
3421,3.805,59
3422,3.438,8
3423,4.0,1
3424,3.734,32
3425,3.0,1
3426,3.417,6
3427,1.5,2
3428,3.0,3
3429,4.0,10
3430,2.571,7
3431,2.5,2
3432,1.0,1
3434,4.0,1
3435,4.156,32
3436,2.562,8
3437,5.0,1
3438,2.972,18
3439,2.5,10
3440,1.6,5
3441,2.75,14
3442,2.5,2
3444,2.875,4
3445,2.833,9
3446,3.0,1
3447,5.0,1
3448,3.66,53
3449,3.5,2
3450,3.21,31
3451,3.667,18
3452,3.053,19
3453,3.0,2
3454,4.0,1
3456,4.5,4
3457,3.833,6
3459,4.0,2
3460,3.0,1
3461,3.231,13
3462,4.359,32
3463,1.0,1
3465,4.0,1
3466,3.4,5
3467,3.853,17
3468,4.109,23
3469,4.542,12
3470,4.375,4
3471,3.903,62
3474,4.0,1
3475,4.125,4
3476,3.938,24
3477,3.55,10
3478,3.333,12
3479,3.476,21
3480,3.714,7
3481,3.96,88
3483,3.25,6
3484,2.636,11
3487,3.0,1
3489,3.116,43
3490,3.0,2
3491,4.0,1
3492,4.0,1
3494,3.346,13
3495,4.0,1
3496,3.5,2
3497,3.0,2
3498,3.923,13
3499,3.878,45
3500,3.0,5
3501,3.875,8
3502,4.25,2
3503,3.6,10
3504,4.092,38
3505,3.909,11
3506,3.625,4
3507,3.81,21
3508,4.0,13
3509,3.333,3
3510,3.561,41
3511,2.0,4
3512,3.553,19
3513,3.286,7
3515,3.4,5
3516,3.062,8
3518,2.0,1
3519,3.5,6
3520,2.667,3
3521,3.909,11
3522,2.0,1
3524,3.853,17
3525,3.4,5
3526,3.587,23
3527,3.566,53
3528,2.679,14
3529,3.611,9
3531,2.0,1
3534,2.938,24
3535,3.245,51
3536,3.5,18
3537,2.833,6
3538,3.667,9
3539,4.167,3
3540,3.0,2
3543,3.977,22
3544,3.667,3
3545,3.75,22
3546,3.844,16
3547,3.375,4
3548,3.969,16
3549,3.417,18
3550,3.667,3
3551,3.912,17
3552,3.426,54
3553,4.0,1
3554,3.667,3
3555,2.879,29
3556,3.583,30
3557,3.5,6
3559,3.333,6
3560,4.0,1
3563,1.5,2
3564,2.136,11
3565,3.364,11
3566,3.318,11
3567,2.0,1
3568,3.0,1
3569,3.357,7
3571,2.7,5
3572,1.5,2
3573,2.25,2
3574,0.75,2
3575,5.0,1
3576,4.0,2
3577,3.5,4
3578,3.966,161
3579,2.333,3
3580,5.0,1
3581,4.0,6
3584,3.625,4
3587,4.0,1
3588,4.0,2
3590,2.833,3
3591,3.306,18
3593,1.211,19
3594,3.75,12
3596,1.0,1
3598,3.833,6
3599,3.75,4
3600,3.25,4
3602,2.0,1
3604,3.8,5
3605,1.5,2
3606,4.111,9
3608,3.259,29
3609,4.25,2
3611,3.0,1
3612,5.0,1
3613,3.0,2
3614,3.235,17
3615,3.038,13
3616,2.5,3
3617,3.081,37
3618,3.25,10
3619,3.0,1
3620,3.0,2
3621,3.5,1
3622,4.0,2
3623,2.969,81
3624,3.211,38
3626,3.833,3
3627,4.333,3
3628,4.0,1
3629,4.045,11
3632,4.0,3
3633,3.667,12
3634,3.417,6
3635,3.75,22
3637,4.0,1
3638,3.565,23
3639,3.5,18
3640,3.25,2
3643,3.5,2
3646,1.875,8
3649,3.136,11
3653,4.1,10
3654,4.038,13
3655,4.5,2
3656,5.0,1
3657,4.5,2
3658,3.0,2
3659,3.0,1
3660,3.5,2
3661,3.0,1
3662,3.0,1
3663,3.0,1
3664,3.0,1
3665,4.0,1
3668,3.385,13
3669,2.667,3
3671,3.935,62
3672,3.562,8
3673,3.5,2
3674,3.167,3
3675,3.545,11
3676,3.536,14
3677,4.312,8
3678,3.4,5
3679,4.625,4
3680,3.833,3
3681,3.786,14
3682,2.714,7
3683,4.292,24
3684,3.889,9
3685,3.6,15
3686,3.575,20
3687,3.5,1
3688,2.917,12
3689,2.0,5
3690,2.0,5
3691,2.5,2
3692,3.5,2
3693,3.1,5
3694,2.333,3
3695,2.5,2
3696,4.333,3
3697,2.868,19
3698,3.188,24
3699,3.455,22
3700,3.667,3
3701,3.312,16
3702,3.829,35
3703,3.793,29
3704,3.316,19
3705,2.722,9
3706,3.643,14
3707,3.05,10
3708,3.167,3
3709,2.667,3
3710,3.0,1
3712,3.417,12
3713,3.75,4
3714,3.0,2
3715,3.0,3
3716,3.5,2
3717,2.777,56
3718,3.0,2
3719,2.0,1
3720,3.5,2
3721,1.75,2
3723,3.9,5
3724,4.115,13
3725,3.125,4
3726,2.5,4
3727,3.5,5
3728,3.571,7
3729,4.333,3
3730,4.304,23
3731,4.0,2
3732,3.333,3
3733,3.714,7
3734,3.625,8
3735,4.037,27
3736,3.643,7
3737,5.0,1
3738,3.6,5
3739,4.667,3
3740,3.159,22
3741,3.885,13
3742,3.781,16
3743,3.5,2
3744,2.692,13
3745,3.304,23
3746,5.0,1
3747,3.286,7
3751,3.429,99
3752,2.767,43
3753,3.292,65
3754,2.167,6
3755,2.953,53
3757,5.0,1
3758,3.5,2
3759,3.5,2
3760,3.5,9
3761,3.5,3
3763,3.429,21
3764,2.1,5
3765,2.0,1
3766,3.333,3
3768,3.0,1
3769,3.2,5
3770,3.333,3
3771,3.25,4
3773,2.5,6
3774,2.25,2
3775,3.0,1
3777,2.25,2
3780,2.0,1
3783,3.929,14
3784,3.0,2
3785,2.581,37
3786,3.2,5
3787,3.75,2
3788,3.733,15
3789,4.4,5
3790,4.0,1
3791,3.542,24
3792,4.333,3
3793,3.559,127
3794,3.4,5
3795,4.5,2
3798,3.077,26
3799,1.75,4
3800,2.0,1
3801,3.633,15
3802,2.5,5
3804,3.5,2
3805,4.0,1
3806,2.667,3
3807,3.2,5
3809,3.345,29
3810,2.5,4
3811,3.944,9
3812,3.273,11
3813,2.833,6
3814,4.115,13
3816,3.667,3
3819,3.7,5
3820,1.0,1
3821,2.25,14
3822,1.75,2
3823,3.125,4
3824,2.3,5
3825,2.926,27
3826,2.183,30
3827,2.667,18
3829,2.0,1
3831,3.5,6
3832,3.0,1
3833,3.167,3
3834,3.0,4
3835,2.833,3
3836,3.5,9
3837,5.0,1
3838,2.0,1
3839,1.0,1
3840,4.0,2
3841,2.333,9
3843,3.5,2
3844,3.6,20
3845,5.0,1
3846,3.0,1
3847,3.0,1
3848,4.0,1
3849,4.0,1
3851,5.0,1
3852,3.667,12
3854,4.0,2
3855,3.75,2
3857,2.125,4
3858,3.333,3
3859,3.75,2
3860,3.0,1
3861,3.036,14
3863,2.956,34
3864,2.125,4
3865,2.833,6
3868,3.871,35
3869,3.444,27
3870,3.0,1
3871,3.95,10
3872,4.333,3
3873,3.773,11
3875,2.5,1
3877,2.8,5
3879,5.0,1
3880,4.0,1
3882,2.875,20
3883,0.5,1
3885,3.0,1
3886,3.167,3
3889,1.5,5
3890,3.0,1
3891,1.0,1
3892,3.0,2
3893,2.81,21
3895,1.25,2
3896,3.188,8
3897,3.889,99
3900,3.0,1
3901,2.5,2
3902,4.5,1
3903,3.333,3
3905,4.5,1
3906,4.0,1
3908,2.9,5
3909,5.0,1
3910,3.804,23
3911,3.763,59
3913,3.5,2
3914,3.333,3
3915,4.167,3
3916,3.859,39
3917,3.545,11
3918,3.0,4
3919,2.667,3
3920,3.5,2
3921,2.5,2
3922,3.0,2
3923,4.0,1
3924,3.0,1
3925,3.875,8
3926,3.0,2
3927,3.6,10
3928,3.4,5
3929,3.944,9
3930,3.4,5
3932,3.25,4
3933,0.5,1
3934,4.0,1
3936,3.0,6
3937,2.5,2
3938,4.0,1
3939,3.0,1
3940,3.0,1
3941,4.0,1
3942,3.0,1
3943,4.0,3
3945,4.0,1
3946,2.286,7
3947,5.0,1
3948,3.443,88
3949,3.87,69
3950,3.667,9
3951,3.5,1
3952,4.0,17
3953,2.333,3
3955,2.75,4
3956,2.0,2
3957,2.125,8
3959,3.438,16
3960,3.0,1
3961,2.667,3
3962,2.25,2
3963,3.438,8
3964,3.0,2
3965,3.0,3
3966,4.75,2
3967,3.709,43
3968,2.471,17
3969,2.957,23
3970,3.833,3
3971,4.0,1
3972,3.545,11
3973,2.9,5
3975,2.625,4
3976,4.0,1
3977,2.728,79
3978,3.05,10
3979,1.861,18
3980,3.25,14
3981,2.417,12
3983,4.25,16
3984,3.435,23
3985,3.0,1
3986,2.775,20
3987,2.95,10
3988,2.759,29
3989,4.1,5
3990,1.25,4
3991,1.818,11
